name,family,config,params,all_start_date,all_end_date,all_trading_days,all_total_trades,all_win_rate,all_net_profit_brl,all_avg_profit_brl,all_avg_win_brl,all_avg_loss_brl,all_profit_factor,all_max_drawdown_pct,all_expected_payoff,all_on_tester_value,train_start_date,train_end_date,train_trading_days,train_total_trades,train_win_rate,train_net_profit_brl,train_avg_profit_brl,train_avg_win_brl,train_avg_loss_brl,train_profit_factor,train_max_drawdown_pct,train_expected_payoff,train_on_tester_value,test_start_date,test_end_date,test_trading_days,test_total_trades,test_win_rate,test_net_profit_brl,test_avg_profit_brl,test_avg_win_brl,test_avg_loss_brl,test_profit_factor,test_max_drawdown_pct,test_expected_payoff,test_on_tester_value,train_net_delta,train_avg_delta,train_pf_delta,train_dd_delta,train_on_tester_delta,test_net_delta,test_avg_delta,test_pf_delta,test_dd_delta,test_on_tester_delta,all_net_delta,all_avg_delta,all_pf_delta,all_dd_delta,all_on_tester_delta
volume__long__w15__ge_40000,volume,"{""family"": ""volume"", ""name"": ""volume__long__w15__ge_40000"", ""relvol_lookback"": 20, ""relvol_min"": 0.0, ""relvol_mode"": ""off"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 40000.0, ""volume_mode"": ""long"", ""volume_window"": 15}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": true, ""ApplyVolumeFilterToShorts"": false, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.0, ""MinSignalVolumeWindowSum"": 40000.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 15}",2021-03-23,2026-03-20,1247,2041,0.7271,12450.0,6.1,42.71,-91.43,1.2445,8.16,6.1,1525.125,2021-03-23,2024-09-16,872,1467,0.7273,9450.0,6.44,44.52,-95.12,1.2484,8.16,6.44,1157.625,2024-09-17,2026-03-20,375,574,0.7265,3000.0,5.23,38.07,-82.01,1.233,7.12,5.23,421.168831,-900.0,0.9200000000000008,0.02859999999999996,-0.7899999999999991,1.5613639999999123,-765.0,0.5500000000000007,0.017200000000000104,-1.0100000000000007,-42.135335999999995,-1665.0,0.8300000000000001,0.025800000000000045,-0.7899999999999991,-51.47772699999996
volume__long__w15__ge_50000,volume,"{""family"": ""volume"", ""name"": ""volume__long__w15__ge_50000"", ""relvol_lookback"": 20, ""relvol_min"": 0.0, ""relvol_mode"": ""off"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 50000.0, ""volume_mode"": ""long"", ""volume_window"": 15}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": true, ""ApplyVolumeFilterToShorts"": false, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.0, ""MinSignalVolumeWindowSum"": 50000.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 15}",2021-03-23,2026-03-20,1247,1760,0.7267,10545.0,5.99,42.85,-92.02,1.2383,9.31,5.99,1132.74793,2021-03-23,2024-09-16,872,1269,0.7242,7515.0,5.92,44.79,-96.14,1.2233,9.31,5.92,807.264172,2024-09-17,2026-03-20,375,491,0.7332,3030.0,6.17,37.89,-80.99,1.2856,5.25,6.17,577.610811,-2835.0,0.40000000000000036,0.0035000000000000586,0.3600000000000012,-348.79946400000006,-735.0,1.4900000000000002,0.06980000000000008,-2.880000000000001,114.306644,-3570.0,0.7200000000000006,0.019600000000000062,0.3600000000000012,-443.85479699999996
volume__long__w25__ge_30000,volume,"{""family"": ""volume"", ""name"": ""volume__long__w25__ge_30000"", ""relvol_lookback"": 20, ""relvol_min"": 0.0, ""relvol_mode"": ""off"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 30000.0, ""volume_mode"": ""long"", ""volume_window"": 25}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": true, ""ApplyVolumeFilterToShorts"": false, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.0, ""MinSignalVolumeWindowSum"": 30000.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 25}",2021-03-23,2026-03-20,1247,2591,0.7233,13440.0,5.19,40.92,-88.21,1.2125,8.95,5.19,1502.429091,2021-03-23,2024-09-16,872,1832,0.7243,10205.0,5.57,42.63,-91.82,1.2201,8.95,5.57,1140.795303,2024-09-17,2026-03-20,375,759,0.7207,3235.0,4.26,36.76,-79.6,1.1917,8.15,4.26,397.006389,-145.0,0.05000000000000071,0.00029999999999996696,0.0,-15.268332999999984,-530.0,-0.41999999999999993,-0.02410000000000001,0.019999999999999574,-66.297778,-675.0,-0.07999999999999918,-0.006199999999999983,0.0,-74.17363599999999
volume__long__w25__ge_40000,volume,"{""family"": ""volume"", ""name"": ""volume__long__w25__ge_40000"", ""relvol_lookback"": 20, ""relvol_min"": 0.0, ""relvol_mode"": ""off"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 40000.0, ""volume_mode"": ""long"", ""volume_window"": 25}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": true, ""ApplyVolumeFilterToShorts"": false, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.0, ""MinSignalVolumeWindowSum"": 40000.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 25}",2021-03-23,2026-03-20,1247,2468,0.7241,13020.0,5.28,41.36,-89.41,1.2138,8.9,5.28,1463.369091,2021-03-23,2024-09-16,872,1759,0.7243,9875.0,5.61,43.07,-92.77,1.2195,8.9,5.61,1109.890152,2024-09-17,2026-03-20,375,709,0.7236,3145.0,4.44,37.11,-81.07,1.1979,8.31,4.44,378.436813,-475.0,0.09000000000000075,-0.00029999999999996696,-0.049999999999998934,-46.173484000000144,-620.0,-0.23999999999999932,-0.017900000000000027,0.17999999999999972,-84.86735400000003,-1095.0,0.010000000000000675,-0.004899999999999904,-0.049999999999998934,-113.23363599999993
volume__long__w25__ge_50000,volume,"{""family"": ""volume"", ""name"": ""volume__long__w25__ge_50000"", ""relvol_lookback"": 20, ""relvol_min"": 0.0, ""relvol_mode"": ""off"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 50000.0, ""volume_mode"": ""long"", ""volume_window"": 25}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": true, ""ApplyVolumeFilterToShorts"": false, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.0, ""MinSignalVolumeWindowSum"": 50000.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 25}",2021-03-23,2026-03-20,1247,2319,0.7249,12885.0,5.56,42.02,-90.51,1.2231,8.21,5.56,1568.66398,2021-03-23,2024-09-16,872,1661,0.7249,9790.0,5.89,43.77,-93.89,1.2282,8.21,5.89,1191.868092,2024-09-17,2026-03-20,375,658,0.7249,3095.0,4.7,37.59,-81.96,1.2086,8.4,4.7,368.355738,-560.0,0.3700000000000001,0.008399999999999963,-0.7399999999999984,35.804455999999846,-670.0,0.020000000000000462,-0.007200000000000095,0.2699999999999996,-94.94842900000003,-1230.0,0.29000000000000004,0.0044000000000001815,-0.7399999999999984,-7.938746999999921
volume__long__w30__ge_30000,volume,"{""family"": ""volume"", ""name"": ""volume__long__w30__ge_30000"", ""relvol_lookback"": 20, ""relvol_min"": 0.0, ""relvol_mode"": ""off"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 30000.0, ""volume_mode"": ""long"", ""volume_window"": 30}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": true, ""ApplyVolumeFilterToShorts"": false, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.0, ""MinSignalVolumeWindowSum"": 30000.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 30}",2021-03-23,2026-03-20,1247,2629,0.7242,13995.0,5.32,40.77,-87.76,1.22,8.93,5.32,1567.015909,2021-03-23,2024-09-16,872,1851,0.7245,10415.0,5.63,42.5,-91.33,1.2236,8.93,5.63,1166.164394,2024-09-17,2026-03-20,375,778,0.7237,3580.0,4.6,36.63,-79.28,1.21,8.08,4.6,442.925556,65.0,0.11000000000000032,0.0038000000000000256,-0.019999999999999574,10.100757999999814,-185.0,-0.08000000000000007,-0.005800000000000027,-0.05000000000000071,-20.378611000000035,-120.0,0.05000000000000071,0.0013000000000000789,-0.019999999999999574,-9.586817999999994
volume__long__w30__ge_40000,volume,"{""family"": ""volume"", ""name"": ""volume__long__w30__ge_40000"", ""relvol_lookback"": 20, ""relvol_min"": 0.0, ""relvol_mode"": ""off"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 40000.0, ""volume_mode"": ""long"", ""volume_window"": 30}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": true, ""ApplyVolumeFilterToShorts"": false, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.0, ""MinSignalVolumeWindowSum"": 40000.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 30}",2021-03-23,2026-03-20,1247,2550,0.7243,13640.0,5.35,41.07,-88.51,1.2192,8.8,5.35,1550.826667,2021-03-23,2024-09-16,872,1805,0.7258,10480.0,5.81,42.79,-92.07,1.23,8.8,5.81,1191.544242,2024-09-17,2026-03-20,375,745,0.7208,3160.0,4.24,36.89,-80.05,1.1898,8.24,4.24,383.540659,130.0,0.29000000000000004,0.010199999999999987,-0.14999999999999858,35.48060599999985,-605.0,-0.4399999999999995,-0.026000000000000023,0.10999999999999943,-79.763508,-475.0,0.08000000000000007,0.000500000000000167,-0.14999999999999858,-25.776059999999916
volume__long__w30__ge_50000,volume,"{""family"": ""volume"", ""name"": ""volume__long__w30__ge_50000"", ""relvol_lookback"": 20, ""relvol_min"": 0.0, ""relvol_mode"": ""off"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 50000.0, ""volume_mode"": ""long"", ""volume_window"": 30}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": true, ""ApplyVolumeFilterToShorts"": false, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.0, ""MinSignalVolumeWindowSum"": 50000.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 30}",2021-03-23,2026-03-20,1247,2442,0.726,13735.0,5.62,41.52,-89.5,1.2294,8.01,5.62,1714.615954,2021-03-23,2024-09-16,872,1740,0.7264,10445.0,6.0,43.26,-92.92,1.2362,8.01,6.0,1303.907072,2024-09-17,2026-03-20,375,702,0.7251,3290.0,4.69,37.2,-81.06,1.2103,8.28,4.69,397.15,95.0,0.4800000000000004,0.01639999999999997,-0.9399999999999995,147.84343599999988,-475.0,0.010000000000000675,-0.00550000000000006,0.14999999999999858,-66.15416700000003,-380.0,0.35000000000000053,0.010700000000000154,-0.9399999999999995,138.01322700000014
volume__short__w15__ge_30000,volume,"{""family"": ""volume"", ""name"": ""volume__short__w15__ge_30000"", ""relvol_lookback"": 20, ""relvol_min"": 0.0, ""relvol_mode"": ""off"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 30000.0, ""volume_mode"": ""short"", ""volume_window"": 15}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": false, ""ApplyVolumeFilterToShorts"": true, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.0, ""MinSignalVolumeWindowSum"": 30000.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 15}",2021-03-23,2026-03-20,1247,2320,0.7241,12445.0,5.36,41.59,-89.72,1.2167,8.01,5.36,1552.882881,2021-03-23,2024-09-16,872,1672,0.7249,9685.0,5.79,43.12,-92.57,1.2275,8.01,5.79,1208.491017,2024-09-17,2026-03-20,375,648,0.7222,2760.0,4.26,37.61,-82.44,1.186,8.94,4.26,308.757576,-665.0,0.27000000000000046,0.00770000000000004,-0.9399999999999995,52.42738099999997,-1005.0,-0.41999999999999993,-0.02980000000000005,0.8099999999999987,-154.54659100000003,-1670.0,0.09000000000000075,-0.0020000000000000018,-0.9399999999999995,-23.71984599999996
volume__short__w15__ge_40000,volume,"{""family"": ""volume"", ""name"": ""volume__short__w15__ge_40000"", ""relvol_lookback"": 20, ""relvol_min"": 0.0, ""relvol_mode"": ""off"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 40000.0, ""volume_mode"": ""short"", ""volume_window"": 15}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": false, ""ApplyVolumeFilterToShorts"": true, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.0, ""MinSignalVolumeWindowSum"": 40000.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 15}",2021-03-23,2026-03-20,1247,2048,0.729,12165.0,5.94,42.05,-91.19,1.2404,8.15,5.94,1493.085342,2021-03-23,2024-09-16,872,1504,0.7281,9195.0,6.11,43.46,-93.86,1.2395,8.15,6.11,1128.558958,2024-09-17,2026-03-20,375,544,0.7316,2970.0,5.46,38.17,-83.7,1.243,7.74,5.46,383.842105,-1155.0,0.5900000000000007,0.01970000000000005,-0.7999999999999989,-27.504678000000013,-795.0,0.7800000000000002,0.027200000000000113,-0.39000000000000057,-79.462062,-1950.0,0.6700000000000008,0.021700000000000053,-0.7999999999999989,-83.51738499999988
volume__short__w15__ge_50000,volume,"{""family"": ""volume"", ""name"": ""volume__short__w15__ge_50000"", ""relvol_lookback"": 20, ""relvol_min"": 0.0, ""relvol_mode"": ""off"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 50000.0, ""volume_mode"": ""short"", ""volume_window"": 15}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": false, ""ApplyVolumeFilterToShorts"": true, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.0, ""MinSignalVolumeWindowSum"": 50000.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 15}",2021-03-23,2026-03-20,1247,1757,0.7262,9925.0,5.65,41.93,-90.6,1.2277,8.58,5.65,1156.719572,2021-03-23,2024-09-16,872,1300,0.7308,8535.0,6.57,43.31,-93.16,1.2618,8.58,6.57,994.720559,2024-09-17,2026-03-20,375,457,0.7133,1390.0,3.04,37.93,-83.78,1.1267,8.14,3.04,170.669886,-1815.0,1.0500000000000007,0.04200000000000004,-0.3699999999999992,-161.3430770000001,-2375.0,-1.6399999999999997,-0.08909999999999996,0.009999999999999787,-292.634281,-4190.0,0.3800000000000008,0.009000000000000119,-0.3699999999999992,-419.883155
volume__short__w25__ge_30000,volume,"{""family"": ""volume"", ""name"": ""volume__short__w25__ge_30000"", ""relvol_lookback"": 20, ""relvol_min"": 0.0, ""relvol_mode"": ""off"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 30000.0, ""volume_mode"": ""short"", ""volume_window"": 25}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": false, ""ApplyVolumeFilterToShorts"": true, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.0, ""MinSignalVolumeWindowSum"": 30000.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 25}",2021-03-23,2026-03-20,1247,2597,0.7258,14035.0,5.4,40.83,-88.39,1.223,9.02,5.4,1555.758485,2021-03-23,2024-09-16,872,1835,0.7248,10275.0,5.6,42.55,-91.72,1.2218,9.02,5.6,1138.968182,2024-09-17,2026-03-20,375,762,0.7283,3760.0,4.93,36.71,-80.27,1.2263,8.07,4.93,465.822222,-75.0,0.08000000000000007,0.0020000000000000018,0.07000000000000028,-17.095454000000018,-5.0,0.25,0.010499999999999954,-0.0600000000000005,2.518055000000004,-80.0,0.13000000000000078,0.0043000000000001926,0.07000000000000028,-20.844241999999895
